Directory,Status,Duration,SUs,Failure Reason,Vol Error (AF),Vol Error (%),Max WSEL Err,Start Time,End Time,Failure Info,Max WSE (ft),Max Depth (ft),Max Velocity (ft/s),Max Volume (ft^3),Max Flow Balance (ft^3/s),Max Wind (ft/s),Mean BC (ft),Max BC (ft)
clean_SS0114_PP096_SM3_BF1_Base,Success,14h 23m 20s,45,,42634.0,0.4803,0.37,Dec 30 15:53,Dec 31 06:16,,327.66,10.44,106.38,571679744.0,134252.16,,,
clean_SS0114_PP172_SM1_BF1_Base,Success,14h 39m 13s,45,,43152.0,0.4792,0.43,Dec 30 15:50,Dec 31 06:29,,327.66,17.58,106.39,571679744.0,134934.64,,,
clean_SS0114_PP167_SM2_BF1_Base,Success,14h 37m 2s,45,,42612.0,0.4788,0.17,Dec 30 15:52,Dec 31 06:29,,327.66,11.86,106.38,571679744.0,135616.95,,,
clean_SS0120_PP085_SM2_BF1_Base,Success,14h 5m 22s,45,,32090.0,0.3416,0.85,Dec 30 15:39,Dec 31 05:44,,327.66,11.02,50.22,555323648.0,246436.81,,,
clean_SS0120_PP127_SM2_BF1_Base,Success,15h 34m 17s,48,,32055.0,0.3409,0.77,Dec 30 15:58,Dec 31 07:32,,327.66,77.52,45.86,555323648.0,238495.72,,,
clean_SS0120_PP090_SM2_BF1_Base,Success,14h 57m 24s,45,,32909.0,0.3494,0.49,Dec 30 16:10,Dec 31 07:08,,327.66,9.82,64.71,555323648.0,243241.41,,,
clean_SS0120_PP187_SM2_BF1_Base,Success,14h 4m 44s,45,,31950.0,0.3415,0.23,Dec 30 16:09,Dec 31 06:14,,327.66,13.11,64.72,555323648.0,244556.23,,,
clean_SS0120_PP472_SM3_BF1_Base,Success,14h 12m 22s,45,,32177.0,0.3434,0.25,Dec 30 15:51,Dec 31 06:03,,327.66,37.66,106.38,555488448.0,241426.09,,,
clean_SS0120_PP433_SM3_BF1_Base,Success,18h 7m 7s,57,,32261.0,0.3445,1.23,Dec 30 15:41,Dec 31 09:48,,327.66,79.29,41.14,555323520.0,244071.84,,,
clean_SS0126_PP071_SM1_BF1_Base,Success,15h 13m 45s,48,,42521.0,0.3915,3.08,Dec 30 15:48,Dec 31 07:02,,327.66,80.66,46.06,613840256.0,303931.12,,,
clean_SS0120_PP341_SM4_BF1_Base,Success,14h 17m 49s,45,,32562.0,0.3479,0.42,Dec 30 16:12,Dec 31 06:30,,327.66,22.44,64.68,555323520.0,244656.86,,,
clean_SS0128_PP050_SM1_BF1_Base,Success,16h 15m 9s,51,,36736.0,0.3704,0.61,Dec 30 16:05,Dec 31 08:21,,327.66,79.3,53.28,572109184.0,132579.47,,,
clean_SS0128_PP252_SM3_BF1_Base,Success,17h 3m 24s,54,,36929.0,0.3737,0.23,Dec 30 15:51,Dec 31 08:54,,327.66,79.29,106.38,572109184.0,133180.06,,,
clean_SS0128_PP158_SM2_BF1_Base,Success,17h 50m 59s,54,,37787.0,0.3802,0.6,Dec 30 15:50,Dec 31 09:41,,327.66,79.3,56.94,572109184.0,132627.28,,,
clean_SS0128_PP109_SM4_BF1_Base,Success,15h 33m 16s,48,,36458.0,0.3687,0.79,Dec 30 15:49,Dec 31 07:22,,327.66,22.58,64.72,572109184.0,132735.0,,,
clean_SS0128_PP046_SM3_BF1_Base,Success,17h 20m 22s,54,,37701.0,0.3796,0.38,Dec 30 15:56,Dec 31 09:17,,327.66,79.28,109.93,572109184.0,132919.84,,,
clean_SS0128_PP356_SM3_BF1_Base,Success,16h 5m 19s,51,,37161.0,0.3765,0.36,Dec 30 16:27,Dec 31 08:32,,327.66,79.28,106.38,572109184.0,133351.22,,,
clean_SS0128_PP279_SM2_BF1_Base,Success,17h 24m 35s,54,,37979.0,0.3823,3.19,Dec 30 15:51,Dec 31 09:16,,327.66,80.61,33.08,572109184.0,132735.69,,,
clean_SS0128_PP332_SM4_BF1_Base,Success,16h 26m 38s,51,,35920.0,0.3609,0.73,Dec 30 15:51,Dec 31 08:17,,327.66,79.48,106.38,572109184.0,132942.42,,,
clean_SS0133_PP223_SM2_BF1_Base,Success,15h 31m 45s,48,,82978.0,0.913,3.62,Dec 30 16:11,Dec 31 07:43,,327.66,79.69,45.54,577202944.0,277679.69,,,
clean_SS0133_PP391_SM2_BF1_Base,Success,15h 37m 42s,48,,78434.0,0.8802,3.24,Dec 30 15:54,Dec 31 07:32,,327.66,80.68,106.38,577633280.0,251676.5,,,
clean_SS0128_PP375_SM4_BF1_Base,Success,17h 20m 39s,54,,36810.0,0.3619,2.47,Dec 30 15:52,Dec 31 09:13,,327.66,80.51,46.13,572109184.0,132965.8,,,
clean_SS0136_PP021_SM3_BF1_Base,Success,17h 18m 4s,54,,37709.0,0.3779,0.88,Dec 30 16:23,Dec 31 09:41,,327.66,79.31,106.38,564116032.0,172245.91,,,
clean_SS0128_PP423_SM4_BF1_Base,Success,18h 9m 5s,57,,36439.0,0.3611,3.13,Dec 30 15:51,Dec 31 10:00,,327.66,80.91,28.92,572109184.0,133094.09,,,
clean_SS0136_PP047_SM2_BF1_Base,Success,15h 48m 25s,48,,36958.0,0.3709,0.21,Dec 30 15:55,Dec 31 07:43,,327.66,79.33,106.38,564116032.0,172232.23,,,
clean_SS0136_PP059_SM3_BF1_Base,Success,16h 17m 50s,51,,37801.0,0.371,0.75,Dec 30 15:52,Dec 31 08:10,,327.66,16.33,109.95,564116032.0,171642.5,,,
clean_SS0136_PP192_SM2_BF1_Base,Success,17h 22m 29s,54,,36399.0,0.3618,1.04,Dec 30 16:27,Dec 31 09:49,,327.66,79.37,106.38,564116032.0,171518.86,,,
clean_SS0136_PP105_SM3_BF1_Base,Success,19h 20m 13s,60,,36061.0,0.3576,1.03,Dec 30 15:55,Dec 31 11:16,,327.66,79.66,106.38,564116032.0,171523.78,,,
clean_SS0136_PP367_SM1_BF1_Base,Success,17h 18m 58s,54,,36741.0,0.3667,0.79,Dec 30 16:07,Dec 31 09:26,,327.66,47.53,106.39,564116032.0,172004.84,,,
clean_SS0136_PP302_SM1_BF1_Base,Success,19h 2m 30s,60,,36377.0,0.3614,1.51,Dec 30 15:52,Dec 31 10:55,,327.66,79.68,40.57,564116032.0,171845.69,,,
clean_SS0136_PP418_SM2_BF1_Base,Success,17h 31m 3s,54,,37873.0,0.3727,1.09,Dec 30 15:53,Dec 31 09:24,,327.66,79.31,106.37,564116032.0,170438.0,,,
clean_SS0136_PP359_SM1_BF1_Base,Success,18h 29m 46s,57,,36200.0,0.358,0.78,Dec 30 16:30,Dec 31 11:00,,327.66,79.41,106.39,564116032.0,171726.55,,,
clean_SS0136_PP456_SM4_BF1_Base,Success,20h 55m 43s,63,,36593.0,0.3625,0.45,Dec 30 15:53,Dec 31 12:49,,327.66,79.31,109.96,564116032.0,171543.81,,,
clean_SS0136_PP226_SM3_BF1_Base,Success,17h 35m 28s,54,,36620.0,0.3634,0.21,Dec 30 15:56,Dec 31 09:31,,327.66,14.07,69.93,564116032.0,171502.77,,,
clean_SS0136_PP495_SM3_BF1_Base,Success,17h 56m 45s,54,,37466.0,0.3733,0.93,Dec 30 16:08,Dec 31 10:04,,327.66,79.98,69.93,564116032.0,171748.47,,,
clean_SS0143_PP089_SM2_BF1_Base,Success,18h 3m 38s,57,,30673.0,0.293,2.26,Dec 30 15:41,Dec 31 09:44,,327.66,79.67,58.83,572944064.0,318130.0,,,
clean_SS0143_PP271_SM1_BF1_Base,Success,18h 1m 10s,57,,32730.0,0.3124,1.33,Dec 30 16:10,Dec 31 10:11,,327.66,79.71,53.36,573000512.0,318068.34,,,
clean_SS0143_PP373_SM3_BF1_Base,Success,16h 9m 53s,51,,36514.0,0.3472,0.8,Dec 30 15:35,Dec 31 07:45,,327.66,79.48,106.38,571197056.0,318113.69,,,
clean_SS0143_PP389_SM1_BF1_Base,Success,16h 25m 39s,51,,33258.0,0.3133,2.24,Dec 30 15:54,Dec 31 08:20,,327.66,79.46,56.45,574055680.0,318132.22,,,
clean_SS0143_PP305_SM1_BF1_Base,Success,16h 43m 15s,51,,33507.0,0.32,1.34,Dec 30 15:35,Dec 31 08:18,,327.66,79.49,48.0,571197056.0,317918.09,,,
clean_SS0143_PP374_SM1_BF1_Base,Success,17h 58m 45s,54,,33188.0,0.3134,2.9,Dec 30 15:36,Dec 31 09:34,,327.66,80.82,46.38,574827456.0,318066.0,,,
clean_SS0143_PP444_SM4_BF1_Base,Success,16h 38m 27s,51,,32976.0,0.3106,3.28,Dec 30 15:46,Dec 31 08:25,,327.66,81.29,45.53,575847680.0,314250.84,,,
clean_SS0143_PP396_SM3_BF1_Base,Success,16h 10m 11s,51,,31275.0,0.297,1.34,Dec 30 16:04,Dec 31 08:15,,327.66,79.62,53.3,571197056.0,314759.59,,,
clean_SS0144_PP155_SM1_BF1_Base,Success,16h 16m 52s,51,,38903.0,0.4145,0.82,Dec 30 16:03,Dec 31 08:20,,327.66,79.47,106.38,555123328.0,146769.77,,,
clean_SS0144_PP096_SM4_BF1_Base,Success,19h 41m 1s,60,,38763.0,0.4065,2.78,Dec 30 16:41,Dec 31 12:22,,327.66,80.73,45.96,558302336.0,146741.42,,,
clean_SS0144_PP051_SM2_BF1_Base,Success,18h 29m 30s,57,,39159.0,0.4149,1.27,Dec 30 16:39,Dec 31 11:09,,327.66,79.32,106.37,555123392.0,146680.19,,,
clean_SS0144_PP206_SM5_BF1_Base,Success,18h 3m 37s,57,,39031.0,0.4109,0.81,Dec 30 16:34,Dec 31 10:37,,327.66,79.32,106.37,555123328.0,146897.17,,,
clean_SS0144_PP353_SM3_BF1_Base,Success,19h 4m 41s,60,,39072.0,0.4178,0.82,Dec 30 16:05,Dec 31 11:10,,327.66,79.29,106.38,555123328.0,147054.39,,,
clean_SS0144_PP320_SM2_BF1_Base,Success,18h 45m 8s,57,,38832.0,0.411,0.84,Dec 30 16:35,Dec 31 11:20,,327.66,79.33,106.39,556736832.0,146811.8,,,
clean_SS0144_PP427_SM1_BF1_Base,Success,17h 55m 29s,54,,38779.0,0.4054,0.82,Dec 30 16:34,Dec 31 10:30,,327.66,79.31,109.93,556494080.0,146690.14,,,
clean_SS0146_PP101_SM2_BF1_Base,Failed,18h 14m 10s,0,,65704.0,0.6379,76146.66,Dec 30 16:04,Dec 31 10:19,Overall Volume Accounting Error in Acre Feet: 65704. Overall Volume Accounting Error as percentage: 0.6379 The maximum cell wsel error was 76146.66,327.66,81.22,53.29,630289728.0,308221.75,,,
clean_SS0144_PP420_SM4_BF1_Base,Success,18h 58m 43s,57,,38785.0,0.4074,0.81,Dec 30 16:31,Dec 31 11:29,,327.66,79.32,106.38,555723264.0,146532.22,,,
clean_SS0144_PP444_SM2_BF1_Base,Success,17h 48m 20s,54,,39789.0,0.4214,0.64,Dec 30 16:18,Dec 31 10:07,,327.66,45.72,109.95,555123392.0,147145.45,,,
clean_SS0146_PP133_SM2_BF1_Base,Failed,17h 27m 59s,0,,117357.0,1.14,7.2,Dec 30 16:37,Dec 31 10:05,Overall Volume Accounting Error in Acre Feet: 117357. Overall Volume Accounting Error as percentage: 1.140 The maximum cell wsel error was 7.20,327.66,83.17,106.38,636125312.0,306495.09,,,
clean_SS0148_PP149_SM5_BF1_Base,Failed,19h 57m 31s,0,,191213.0,1.223,27271.23,Dec 30 16:26,Dec 31 12:23,Overall Volume Accounting Error in Acre Feet: 191213. Overall Volume Accounting Error as percentage: 1.223 The maximum cell wsel error was 27271.23,328.39,81.91,45.58,707129792.0,254768.19,,,
clean_SS0146_PP186_SM4_BF1_Base,Failed,18h 0m 21s,0,,76633.0,0.7476,52875.6,Dec 30 16:11,Dec 31 10:12,Overall Volume Accounting Error in Acre Feet: 76633. Overall Volume Accounting Error as percentage: 0.7476 The maximum cell wsel error was 52875.60,327.66,80.65,106.38,629102336.0,308127.22,,,
clean_SS0144_PP377_SM1_BF1_Base,Success,18h 10m 39s,57,,48320.0,0.5128,1.45,Dec 30 16:19,Dec 31 10:29,,327.66,18.27,158.4,555123328.0,146701.02,,,
clean_SS0152_PP069_SM1_BF1_Base,Success,16h 21m 46s,51,,36216.0,0.372,0.42,Dec 30 16:26,Dec 31 08:47,,327.66,79.35,106.39,566961344.0,222032.5,,,
clean_SS0152_PP034_SM1_BF1_Base,Success,17h 49m 1s,54,,36174.0,0.3717,0.47,Dec 30 15:51,Dec 31 09:40,,327.66,79.67,109.96,566961344.0,222241.98,,,
clean_SS0152_PP083_SM1_BF1_Base,Success,18h 12m 42s,57,,36058.0,0.3695,3.15,Dec 30 15:54,Dec 31 10:07,,327.66,80.94,45.54,566961344.0,220745.8,,,
clean_SS0155_PP008_SM1_BF1_Base,Success,17h 21m 8s,54,,32794.0,0.3686,1.66,Dec 30 15:37,Dec 31 08:58,,327.66,79.34,56.37,558856384.0,168561.72,,,
clean_SS0152_PP106_SM2_BF1_Base,Success,17h 9m 26s,54,,36281.0,0.3745,2.65,Dec 30 15:53,Dec 31 09:02,,327.66,80.48,106.36,566961344.0,222183.5,,,
clean_SS0152_PP249_SM2_BF1_Base,Success,17h 18m 4s,54,,36527.0,0.3761,0.68,Dec 30 16:20,Dec 31 09:38,,327.66,79.63,106.38,566961344.0,222485.91,,,
clean_SS0155_PP060_SM3_BF1_Base,Success,15h 25m 49s,48,,31681.0,0.3556,2.6,Dec 30 15:50,Dec 31 07:15,,327.66,79.46,56.37,559106368.0,168442.03,,,
clean_SS0152_PP235_SM2_BF1_Base,Success,18h 16m 10s,57,,36015.0,0.369,2.83,Dec 30 16:23,Dec 31 10:39,,327.66,80.79,50.25,566961344.0,221347.25,,,
clean_SS0152_PP426_SM2_BF1_Base,Success,18h 38m 19s,57,,36656.0,0.3805,0.61,Dec 30 16:09,Dec 31 10:47,,327.66,79.78,109.93,566961344.0,222502.75,,,
clean_SS0152_PP107_SM3_BF1_Base,Success,18h 42m 0s,57,,35599.0,0.3676,2.76,Dec 30 16:21,Dec 31 11:03,,327.66,80.76,53.35,566961344.0,221286.61,,,
clean_SS0155_PP086_SM2_BF1_Base,Success,15h 52m 49s,48,,31897.0,0.3586,2.54,Dec 30 15:34,Dec 31 07:27,,327.66,79.47,56.38,558367936.0,168576.44,,,
clean_SS0155_PP222_SM1_BF1_Base,Success,19h 15m 46s,60,,31145.0,0.3473,5.55,Dec 30 15:34,Dec 31 10:50,,327.66,80.25,53.3,557971264.0,168248.28,,,
clean_SS0155_PP296_SM1_BF1_Base,Success,16h 13m 56s,51,,31665.0,0.3541,3.18,Dec 30 16:07,Dec 31 08:21,,327.66,80.05,54.36,558909568.0,168025.67,,,
clean_SS0155_PP431_SM2_BF1_Base,Success,19h 2m 8s,60,,31278.0,0.3479,7.72,Dec 30 15:35,Dec 31 10:37,,327.66,79.67,56.43,560035072.0,168331.44,,,
clean_SS0152_PP340_SM1_BF1_Base,Success,17h 2m 53s,54,,36403.0,0.3768,0.61,Dec 30 16:10,Dec 31 09:13,,327.66,79.34,106.39,566961344.0,220083.25,,,
clean_SS0155_PP346_SM1_BF1_Base,Success,15h 16m 57s,48,,31699.0,0.354,1.34,Dec 30 15:33,Dec 31 06:50,,327.66,79.33,56.37,560128256.0,168347.69,,,
clean_SS0159_PP037_SM3_BF1_Base,Success,17h 7m 8s,54,,32373.0,0.3445,1.86,Dec 30 15:39,Dec 31 08:46,,327.66,79.94,106.38,573501376.0,227648.44,,,
clean_SS0159_PP102_SM1_BF1_Base,Success,15h 15m 30s,48,,32062.0,0.3389,0.94,Dec 30 16:04,Dec 31 07:20,,327.66,79.66,109.94,575126400.0,227750.06,,,
clean_SS0170_PP336_SM3_BF1_Base,Failed,0h 0m 30s,0,,,,,Dec 31 10:02,Dec 31 10:02,./run_unsteady.sh: line 16: 100151 Killed $RAS_EXE_PATH/RasUnsteady COJCOMPOUNDCOMPUTET.p01.tmp.hdf x01,,,,,,,,
clean_SS0159_PP124_SM2_BF1_Base,Success,15h 36m 40s,48,,31938.0,0.3384,2.21,Dec 30 16:07,Dec 31 07:44,,327.66,80.18,53.3,575116736.0,226419.72,,,
clean_SS0165_PP255_SM5_BF1_Base,Success,13h 20m 2s,42,,26189.0,0.31,3.62,Dec 30 15:22,Dec 31 04:42,,328.08,81.05,26.28,572289088.0,211530.02,,,
clean_SS0159_PP146_SM1_BF1_Base,Success,16h 7m 56s,51,,31399.0,0.3308,3.07,Dec 30 16:04,Dec 31 08:12,,327.66,80.8,45.54,576996992.0,228120.78,,,
clean_SS0168_PP255_SM2_BF1_Base,Success,12h 57m 22s,39,,29720.0,0.332,0.44,Dec 30 15:26,Dec 31 04:24,,327.66,79.28,106.38,572602304.0,136296.67,,,
clean_SS0159_PP202_SM1_BF1_Base,Success,14h 54m 42s,45,,31148.0,0.3303,0.91,Dec 30 15:48,Dec 31 06:43,,327.66,79.32,64.72,577632448.0,232792.69,,,
clean_SS0159_PP443_SM2_BF1_Base,Success,16h 16m 31s,51,,32627.0,0.3456,1.03,Dec 30 15:36,Dec 31 07:53,,327.66,79.3,53.3,573136320.0,227829.47,,,
clean_SS0159_PP459_SM1_BF1_Base,Success,15h 58m 58s,48,,31523.0,0.3317,3.13,Dec 30 15:37,Dec 31 07:36,,327.66,80.68,46.05,576482752.0,227195.14,,,
clean_SS0159_PP131_SM1_BF1_Base,Success,15h 54m 43s,48,,30985.0,0.3294,3.05,Dec 30 16:09,Dec 31 08:04,,327.66,80.65,45.54,574827584.0,227651.64,,,
clean_SS0168_PP140_SM1_BF1_Base,Success,13h 0m 22s,42,,29258.0,0.3312,0.35,Dec 30 16:01,Dec 31 05:01,,327.66,79.3,106.38,572602304.0,136222.38,,,
clean_SS0168_PP316_SM1_BF1_Base,Success,13h 18m 2s,42,,29361.0,0.3315,1.29,Dec 30 15:26,Dec 31 04:44,,327.66,79.79,46.02,572602304.0,136335.58,,,
clean_SS0159_PP089_SM3_BF1_Base,Success,16h 41m 37s,51,,38675.0,0.4094,3.6,Dec 30 15:48,Dec 31 08:30,,327.66,81.09,58.01,576964288.0,227327.73,,,
clean_SS0167_PP300_SM1_BF1_Base,Success,18h 10m 14s,57,,36100.0,0.3563,0.98,Dec 30 15:58,Dec 31 10:08,,327.66,80.41,53.3,579016384.0,166295.14,,,
clean_SS0167_PP060_SM5_BF1_Base,Success,18h 32m 44s,57,,35197.0,0.3387,0.81,Dec 30 15:56,Dec 31 10:29,,327.66,79.3,47.76,580482240.0,166910.2,,,
clean_SS0170_PP334_SM2_BF1_Base,Success,18h 18m 46s,57,,39055.0,0.3794,0.79,Dec 30 16:15,Dec 31 10:34,,327.66,79.27,106.38,565307904.0,180524.03,,,
clean_SS0170_PP161_SM4_BF1_Base,Success,17h 47m 57s,54,,38825.0,0.3795,0.54,Dec 30 16:33,Dec 31 10:21,,327.66,75.23,106.38,565307904.0,180644.89,,,
clean_SS0170_PP461_SM2_BF1_Base,Success,18h 20m 4s,57,,38571.0,0.3759,0.77,Dec 30 16:38,Dec 31 10:58,,327.66,79.28,106.37,565307904.0,181041.7,,,
clean_SS0170_PP486_SM2_BF1_Base,Success,17h 59m 38s,54,,38530.0,0.3751,0.71,Dec 30 16:38,Dec 31 10:37,,327.66,10.61,106.38,565307904.0,180576.75,,,
clean_SS0178_PP018_SM1_BF1_Base,Success,19h 5m 34s,60,,39754.0,0.3994,0.51,Dec 30 16:29,Dec 31 11:35,,327.66,79.33,106.38,570858368.0,307818.12,,,
clean_SS0191_PP473_SM2_BF1_Base,Success,13h 19m 46s,42,,28155.0,0.2983,0.47,Dec 30 15:29,Dec 31 04:48,,327.66,79.28,40.51,575970048.0,217709.67,,,
clean_SS0178_PP251_SM3_BF1_Base,Success,17h 59m 0s,54,,39237.0,0.3947,0.26,Dec 30 16:42,Dec 31 10:41,,327.66,45.8,106.39,571143808.0,308989.69,,,
clean_SS0178_PP315_SM3_BF1_Base,Success,19h 47m 43s,60,,39329.0,0.3942,1.35,Dec 30 16:16,Dec 31 12:04,,327.66,79.81,109.95,571742144.0,309070.09,,,
clean_SS0178_PP271_SM1_BF1_Base,Success,18h 31m 12s,57,,39923.0,0.4014,0.85,Dec 30 16:16,Dec 31 10:48,,327.66,22.16,106.38,571923136.0,310173.41,,,
clean_SS0183_PP318_SM3_BF1_Base,Success,13h 54m 34s,42,,27723.0,0.2912,0.44,Dec 30 15:23,Dec 31 05:18,,327.66,79.29,45.56,573165056.0,193176.05,,,
clean_SS0178_PP369_SM3_BF1_Base,Success,19h 24m 41s,60,,38873.0,0.3894,1.05,Dec 30 16:46,Dec 31 12:10,,327.66,79.84,106.39,570854016.0,309701.12,,,
clean_SS0178_PP113_SM2_BF1_Base,Success,19h 3m 20s,60,,38957.0,0.3917,0.64,Dec 30 16:48,Dec 31 11:52,,327.66,79.29,109.94,571040512.0,311393.66,,,
clean_SS0181_PP244_SM5_BF1_Base,Success,17h 45m 56s,54,,35360.0,0.3547,1.25,Dec 30 16:09,Dec 31 09:55,,327.66,79.69,40.89,578648064.0,208133.34,,,
clean_SS0178_PP480_SM1_BF1_Base,Success,20h 6m 45s,63,,39556.0,0.3979,1.04,Dec 30 16:30,Dec 31 12:36,,327.66,79.97,106.39,571139712.0,307815.56,,,
clean_SS0178_PP330_SM1_BF1_Base,Success,18h 24m 14s,57,,40124.0,0.4033,0.46,Dec 30 16:38,Dec 31 11:02,,327.66,79.45,109.95,571256256.0,309374.34,,,
clean_SS0178_PP497_SM2_BF1_Base,Success,18h 54m 11s,57,,39098.0,0.391,0.47,Dec 30 16:43,Dec 31 11:37,,327.66,79.35,109.92,571980352.0,308892.75,,,
clean_SS0192_PP120_SM2_BF1_Base,Success,18h 21m 50s,57,,38676.0,0.3576,0.92,Dec 30 16:06,Dec 31 10:28,,327.66,21.0,106.39,569459392.0,187454.38,,,
clean_SS0192_PP107_SM1_BF1_Base,Success,19h 38m 57s,60,,38513.0,0.3569,2.03,Dec 30 16:37,Dec 31 12:16,,327.66,79.35,45.55,569459328.0,187646.64,,,
clean_SS0418_PP199_SM1_BF1_Base,Success,14h 10m 11s,45,,33572.0,0.3928,0.32,Dec 30 16:22,Dec 31 06:32,,327.66,5.82,47.35,559299520.0,144956.52,,,
clean_SS0418_PP194_SM5_BF1_Base,Success,14h 27m 39s,45,,33684.0,0.3915,0.53,Dec 30 16:22,Dec 31 06:50,,327.66,11.46,69.93,559299520.0,143085.77,,,
clean_SS0418_PP048_SM3_BF1_Base,Success,14h 6m 45s,45,,33167.0,0.3824,0.86,Dec 30 15:49,Dec 31 05:56,,327.66,7.34,64.67,559299520.0,142487.36,,,
clean_SS0418_PP133_SM2_BF1_Base,Success,14h 0m 53s,45,,33195.0,0.3879,0.83,Dec 30 16:20,Dec 31 06:21,,327.66,9.94,56.37,559299520.0,142618.73,,,
clean_SS0418_PP345_SM1_BF1_Base,Success,14h 16m 10s,45,,33211.0,0.3852,1.31,Dec 30 15:47,Dec 31 06:04,,327.66,6.97,64.72,559299520.0,143295.05,,,
clean_SS0418_PP463_SM2_BF1_Base,Success,16h 22m 47s,51,,33371.0,0.392,0.84,Dec 30 16:17,Dec 31 08:40,,327.66,12.55,64.73,559299520.0,142729.17,,,
clean_SS0418_PP393_SM1_BF1_Base,Success,14h 37m 27s,45,,33650.0,0.3903,0.85,Dec 30 16:18,Dec 31 06:55,,327.66,5.8,55.14,559299520.0,143587.69,,,
clean_SS0192_PP268_SM1_BF1_Base,Success,18h 9m 29s,57,,38694.0,0.3575,0.71,Dec 30 16:33,Dec 31 10:42,,327.66,27.96,106.38,569459328.0,187381.88,,,
clean_SS0192_PP361_SM4_BF1_Base,Success,17h 59m 41s,54,,38712.0,0.3593,0.87,Dec 30 16:17,Dec 31 10:16,,327.66,7.74,64.72,569459328.0,191267.56,,,
clean_SS0192_PP255_SM2_BF1_Base,Success,19h 35m 54s,60,,38703.0,0.3586,0.28,Dec 30 16:33,Dec 31 12:08,,327.66,79.29,106.39,569459392.0,190823.22,,,
clean_SS0192_PP187_SM1_BF1_Base,Success,18h 28m 6s,57,,38676.0,0.361,0.32,Dec 30 16:04,Dec 31 10:32,,327.66,21.59,109.97,569459328.0,187404.55,,,
clean_SS0192_PP386_SM2_BF1_Base,Success,18h 43m 0s,57,,39176.0,0.3657,0.7,Dec 30 16:39,Dec 31 11:22,,327.66,79.28,106.38,569459392.0,190491.66,,,
clean_SS0192_PP354_SM3_BF1_Base,Success,19h 21m 46s,60,,38809.0,0.3606,1.06,Dec 30 16:35,Dec 31 11:57,,327.66,79.3,45.55,569459328.0,191356.88,,,
clean_SS0192_PP374_SM1_BF1_Base,Success,17h 28m 18s,54,,38840.0,0.359,0.2,Dec 30 16:06,Dec 31 09:35,,327.66,67.23,106.36,569459328.0,187442.73,,,
clean_SS0421_PP170_SM1_BF1_Base,Success,13h 34m 41s,42,,31602.0,0.3437,1.28,Dec 30 15:57,Dec 31 05:32,,327.66,79.4,33.88,561907520.0,218177.52,,,
